CLSTR_ID,SAMP_NO,TYPE_CD,PSYU,PSYU_BLK,FIZ,BGC_ZONE,BGC_SBZN,BGC_VAR,BGC_PHAS,SAMP_TYP,BLOWUP,NO_PLOTS,PLOT_DED,REC_ID,IP_UTM,IP_NRTH,IP_EAST,MAP_NO,POLYGON,tp_gpsid,tp_utm,tp_nrth,tp_east,tp_elev,ap_dsc,ap_gpsid,ap_nrth,ap_east,ap_elev,tp_az_ip,tp_dt_ip,DECLIN,tp_az_pn,tp_dt_pn,tie_trno,rp_az_gp,rp_dt_gp,tp_map,ip_map,tp_poly,ip_poly,tp_fltln,ip_fltln,ip_photo,tp_photo,tp_spec,rp_spec,TP_AZ_tr,rP_AZ_tr,TP_DBH,TP_dt_tr,rp_DBH,rp_dt_tr,ip_gpsid,ip_elev,ip_az_pn,ip_dt_pn,ip_az_gp,ip_dt_gp,PLT_SPC,asc_dt,CREW1,CREW2,CREW3,CREW4,ref_tree,INTEG,NORTH,EAST,SOUTH,WEST,RANGE,ECO,CWD,TREES,ECOLGY,NO_PHOTO,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,LOAD_DT,meas_dt,TR_FLDT,TR_OFFDT,EC_FLDT,EC_OFFDT,Tr_NAME,TO_NAME,Tf_name,ER_NAME,EO_NAME,EF_NAME,pho_typ1,pho_typ2,pho_typ3,pho_typ4,pho_typ5,pho_typ6,pho_ind1,pho_ind2,pho_ind3,pho_ind4,pho_ind5,pho_ind6,notes,PROJ_ID
"0331-0022-QO1","0022","QO1","195","0","A","CWH","vm","1",,"V",20.25,3,1,"023",9,5668193,663768,"092M017",626,"NO DATA",,,,,"HELI ON BEACH","Z090815A",5668091,663672,2,49,100,21.1,0,,9985,,,"092M017","092M017","00626","00626","30BCC00028","30BCC00028","034","034","SS","HW",256,249,61.1,10.5,19.1,2.95,"NO DATA",,0,0,,,0,"04/09/04 00:00:00","JAD","MTS",,,9986,"Y","N","Y","Y","N","N","N","N","Y","-",3,,,,,,,,,,,"04/09/04 00:00:00","09/08/03 00:00:00",,,,,"JAMES A.DRAKE",,,,,,"PLOT PIN","RANDOM AZIMUTH","REPRESENTATIVE",,,,"Y","Y","Y",,,,,"0331"
"0331-0023-QO1","0023","QO1","195","0","A","CWH","vh","1",,"V",16,4,4,"023",9,5623529,554765,"102I079",793,"B082316A",9,5623646,554856,179,"SWAMP","B082316A",5623646,554856,179,219,150,21.1,0,,10443,0,,"102I079","102I079","00221","00793","30BCC96166","30BCC96166","12","12","PLC","CW",298,42,21.6,6.45,35.4,5.5,"NO DATA",,0,0,,,0,"04/09/04 00:00:00","BCH","BRH",,,10444,"Y","Y","Y","Y","N","N","N","Y","Y","-",3,,,,,,,,,,,"04/09/04 00:00:00","08/23/03 00:00:00",,,,,"BIN CHERAKHA",,,"N/A",,,"PLOT PIN","RANDOM AZIMUTH","REPRESENTATIVE",,,,"Y","Y","Y",,,,,"0331"
"0331-0024-QO1","0024","QO1","195","0","A","CWH","vh","1",,"V",20.25,4,1,"023",9,5635445,631696,"092L085",651,"Z081914B",9,5635411,631544,16,"HELI ON ROCKS","Z081914A",5635374,631513,3,72,150,21.1,0,,10471,0,,"092L085","092L085","00652","00651","30BCC96171","30BCC96171","038","038","HW","CW",261,143,47.7,7.4,53.7,0.57,"NO DATA",,0,0,,,0,"04/09/04 00:00:00","JAD","RJS",,,10472,"Y","Y","Y","N","Y","N","N","Y","Y","-",3,,,,,,,,,,,"04/09/04 00:00:00","08/19/03 00:00:00",,,,,"J.A.DRAKE",,,,,,"PLOT PIN","RANDOM AZIMUTH","REPRESENTATIVE",,,,"Y","Y","Y",,,,,"0331"
"0331-0025-QO1","0025","QO1","195","0","A","CWH","vh","1",,"V",12.25,5,1,"023",9,5622949,600497,"092L073",276,"J091416A",9,5622984,600496,230,,"NO DATA",,,,180,35,21.1,0,,9973,233,26,"092L073","092L073","00276","00276","30BCC96166","30BCC96166","46","46","CW","CW",0,276,42.5,0,35.2,2.18,"J091421A",232,0,0,0,,0,"04/09/04 00:00:00","JWS","JPT",,,9974,"Y","Y","Y","Y","Y","N","N","Y","Y","-",3,,,,,,,,,,,"04/09/04 00:00:00","09/14/03 00:00:00",,,,,"JOHN SCHNORBUS",,,,,,"PLOT PIN","RANDOM AZIMUTH","REPRESENTATIVE",,,,"Y","Y","Y",,,,,"0331"
"0331-0026-QO1","0026","QO1","195","0","A","CWH","vh","1",,"V",12.25,4,1,"023",,,,"092L072",47,"Z091615A",,,,,,"NO DATA",,,,27,330,21.1,0,,9999,0,,"092L072","092L072","00362","00047","30BCC96166","30BCC96166","150","150","BA","CW",0,41,13.8,0,21.7,1.44,"Z091619A",,0,0,0,,0,"04/09/04 00:00:00","JAD","MTS",,,10000,"Y","Y","N","Y","Y","N","N","Y","Y","-",3,,,,,,,,,,,"04/09/04 00:00:00","09/16/03 00:00:00",,,,,"JAMES A. DRAKE",,,,,,"PLOT PIN","RANDOM AZIMUTH","REPRESENTATIVE",,,,"Y","Y","Y",,,,,"0331"
"0331-0027-QO1","0027","QO1","195","0","A","CWH","vm","1",,"V",5.06,2,1,"023",9,5611779,683894,"092L069",630,"B091215A",9,5611831,683904,7,"SHORE LINE","B091215A",5611825,683916,7,198,45,21.1,0,,10413,296,13,"092L069","092L069","00630","00630","30 BCC96164","30 BCC96164","34","34","CW","HW",1,130,44.1,15,21.9,2.2,"NO DATA",,0,0,,,0,"04/09/04 00:00:00","BCH","BRH",,,10414,"Y","N","Y","N","N","N","Y","Y","Y","-",3,,,,,,,,,,,"04/09/04 00:00:00","09/12/03 00:00:00",,,,,"BIN CHERAKHA",,,,,,"PLOT PIN","RANDOM AZIMUTH","REPRESENTATIVE",,,,"Y","Y","Y",,,,,"0331"
"0331-0028-QO1","0028","QO1","195","0","A","CWH","vm","1",,"V",9,5,1,"023",9,5650810,686501,"092L099",733,"NO DATA",,,,,"HELIPAD ON CREEK","NO DATA",,,,156,155,21.1,0,,9543,,,"092L099","092L099","00733","00733","30BCC98012","30BCC98012","154","154","HW","BA",21,63,29.7,11.9,35.3,0.63,"NO DATA",,0,0,,,0,"04/09/04 00:00:00","JWS","JPT",,,9544,"Y","Y","Y","Y","Y","N","N","Y","Y","-",3,,,,,,,,,,,"04/09/04 00:00:00","09/08/03 00:00:00",,,,,"JOHN SCHNORBUS",,,,,,"PLOT PIN","RANDOM AZIMUTH","REPRESENTATIVE","PLOT PIN",,,"Y","Y","Y","N",,,,"0331"
"0331-0029-QO1","0029","QO1","195","0","A","CWH","vh","1",,"V",12.25,5,1,"023",9,5637336,641123,"092L086",162,"B081915B",9,5637106,641054,198,"OLD LOGGING ROAD","B081915A",5637038,640987,191,24,240,21.1,0,,10449,0,,"092L086","092L086","00162","00162","30BCC96171","30BCC96171","44","44","CW","CW",125,224,82.2,14.3,26.9,1.39,"NO DATA",,0,0,,,0,"04/09/04 00:00:00","BCH","BRH",,,10450,"Y","Y","Y","Y","Y","N","N","Y","Y","-",3,,,,,,,,,,,"04/09/04 00:00:00","08/19/03 00:00:00",,,,,"BIN CHERAKHA",,,"N/A",,,"PLOT PIN","RANDOM AZIMUTH","REPRESENTATIVE",,,,"Y","Y","Y",,,,,"0331"
"0331-0030-QO1","0030","QO1","195","0","A","CWH","vh","1",,"V",16,5,1,"023",9,5632041,574013,"092L081",305,"J091917A",9,5632463,574246,224,"HELIPAD IN SWAMP","J091917A",5632473,574255,224,209,490,21.1,0,,10467,0,,"092L081","092L081","00317","00305","30BCC96167","30BCC96167","16","16","PLC","HW",3,84,25.5,5.05,42.1,0.71,"NO DATA",,0,0,0,,0,"04/09/04 00:00:00","JWS","JPT",,,10468,"Y","Y","Y","Y","Y","N","N","Y","Y","-",3,,,,,,,,,,,"04/09/04 00:00:00","08/28/03 00:00:00",,,,,"JOHN SCHNORBUS",,,"N/A",,,"PLOT PIN","RANDOM AZIMUTH","REPRESENTATIVE",,,,"Y","Y","Y",,,,,"0331"
"0331-0031-QO1","0031","QO1","195","0","A","CWH","vm","1",,"V",12.25,5,1,"023",9,5693463,681847,"092M039",79,"NO DATA",,,,,"GRAVEL BAR","NO DATA",,,,78,155,21.1,0,,10407,0,,"092M039","092M039","00079","00079","30BCC99025","30BCC99025","024","024","HM","BA",0,136,26.4,0,28.1,2.6,"NO DATA",,0,0,,,0,"04/09/04 00:00:00","BCH","BRH",,,10408,"Y","Y","Y","Y","Y","N","N","Y","Y","-",3,,,,,,,,,,,"04/09/04 00:00:00","09/09/03 00:00:00",,,,,"BIN CHERAKHA",,,,,,"PLOT PIN","RANDOM AZIMUTH","REPRESENTATIVE",,,,"Y","Y","Y",,,,,"0331"
"0331-0032-QO1","0032","QO1","195","0","A","CWH","vh","1",,"V",9,3,1,"023",9,5626842,557426,"102I080",14,"B091615A",9,5626855,557351,83,"ROAD","NO DATA",,,,95,75,21.1,0,,10421,0,,"102I080","102I080","00018","00014","30 BCC96166","30 BCC96166","128","128","PLC","HW",352,26,32.1,6,30.9,2.8,"NO DATA",,0,0,,,0,"04/09/04 00:00:00","BCH","BRH",,,10422,"Y","N","N","Y","Y","N","N","Y","Y","-",3,,,,,,,,,,,"04/09/04 00:00:00","09/16/03 00:00:00",,,,,"BIN CHERAKHA",,,,,,"PLOT PIN","RANDOM AZIMUTH","REPRESENTATIVE",,,,"Y","Y","Y",,,,,"0331"
"0331-0033-QO1","0033","QO1","195","0","A","CWH","vm","1",,"V",16,3,1,"023",9,5655184,653697,"092M006",584,"NO DATA",,,,,"HELIPAD ON LAKESHORE","J082515A",5655277,653809,43,53,85,21.1,0,,10463,0,,"092M006","092M006","00584","00584","30BCC99001","30BCC99001","082","082","CW","CW",135,137,37.8,1.65,25.4,2.39,"J082521A",52,0,0,0,,0,"04/09/04 00:00:00","JWS","JPT",,,10464,"Y","Y","N","N","Y","N","N","Y","Y","-",3,,,,,,,,,,,"04/09/04 00:00:00","08/25/03 00:00:00",,,,,"JOHN SCHNORBUS",,,"N/A",,,"PLOT PIN","RANDOM AZIMUTH","REPRESENTATIVE",,,,"Y","Y","Y",,,,,"0331"
"0331-0034-QO1","0034","QO1","195","0","B","CWH","vm","1",,"V",12.25,5,1,"023",9,5604027,602591,"092L053",36,"B091815A",9,5604081,603124,13,"GRAVEL BARS","B091821A",5604281,603494,,269,535,21.1,0,,10425,,,"092L053","092L053","00040","00036","30 BCC96168","30 BCC96168","4","4","CW","HW",208,142,17,10.3,29.4,5.9,"NO DATA",,0,0,0,,0,"04/09/04 00:00:00","BCH","BRH",,,10426,"Y","Y","Y","Y","Y","N","N","Y","Y","-",3,,,,,,,,,,,"04/09/04 00:00:00","09/18/03 00:00:00",,,,,"BIN CHERAKHA",,,,,,"PLOT PIN","RANDOM AZIMUTH","REPRESENTATIVE",,,,"Y","Y","Y",,,,,"0331"
"0331-0035-QO1","0035","QO1","195","0","A","CWH","vh","1",,"V",12.25,4,1,"023",9,5620319,578505,"092L071",919,"J091515A",9,5620342,578541,168,,"NO DATA",,,,239,40,21.1,0,,9975,311,5,"092L071","092L071","00919","00919","30BCC96165","30BCC96165","178","178","CW","HW",23,309,31.5,4.93,22,4.7,"J091521A",166,0,0,0,,0,"04/09/04 00:00:00","JWS","JPT",,,9976,"Y","Y","N","Y","Y","N","N","Y","Y","-",3,,,,,,,,,,,"04/09/04 00:00:00","09/15/03 00:00:00",,,,,"JOHN SCHNORBUS",,,,,,"PLOT PIN","RANDOM AZIMUTH","REPRESENTATIVE",,,,"Y","Y","Y",,,,,"0331"
"0331-0036-QO1","0036","QO1","195","0","B","CWH","vh","1",,"V",9,2,1,"023",9,5613576,560685,"102I070",257,"NO DATA",,,,,,"NO DATA",,,,180,25,21.1,0,,9979,,,"102I070","102I070","00257","00257","30BCC96168","30BCC96168","56","56","HW","HW",0,115,29.5,0,23.4,2.33,"NO DATA",,0,0,,,0,"04/09/04 00:00:00","JWS","JPT",,,9980,"Y","N","Y","N","N","N","N","Y","Y","-",3,,,,,,,,,,,"04/09/04 00:00:00","09/17/03 00:00:00",,,,,"JOHN SCHNORBUS",,,,,,"PLOT PIN","RANDOM AZIMUTH","REPRESENTATIVE",,,,"Y","Y","Y",,,,,"0331"
"0331-0037-QO1","0037","QO1","195","0","A","CWH","vm","1",,"V",12.25,4,1,"023",9,5641084,698308,"092L090",488,"J091015B",9,5641081,698159,9,"HELIPAD IN SWAMP","J091015A",5641070,698097,10,90,150,21.1,0,,9961,67,5.9,"092L090","092L090","00487","00488","30BCC96168","30BCC96168","208","208","HW","DR",178,343,48.6,7,36.4,2.68,"NO DATA",,0,0,,,0,"04/09/04 00:00:00","JWS","JPT",,,9962,"Y","Y","Y","Y","N","N","N","Y","Y","-",3,,,,,,,,,,,"04/09/04 00:00:00","09/10/03 00:00:00",,,,,"JOHN SCHNORBUS",,,,,,"PLOT PIN","RANDOM AZIMUTH","REPRESENTATIVE",,,,"Y","Y","Y",,,,,"0331"
"0331-0038-QO1","0038","QO1","195","0","A","CWH","vh","1",,"V",16,3,1,"023",9,5621734,559641,"102I080",570,"J091815B",9,5621637,559667,83,,"J091815A",5621489,559641,89,349,100,21.1,0,,9981,319,14,"102I080","102I080","00568","00570","30BCC96165","30BCC96165","193","193","PLC","HW",0,353,26,0,24,3.85,"NO DATA",,0,0,,,0,"04/09/04 00:00:00","JWS","JPT",,,9982,"Y","Y","N","N","Y","N","N","Y","Y","-",3,,,,,,,,,,,"04/09/04 00:00:00","09/18/03 00:00:00",,,,,"JOHN SCHNORBUS",,,,,,"PLOT PIN","RANDOM AZIMUTH","REPRESENTATIVE",,,,"Y","Y","Y",,,,,"0331"
"0331-0039-QO1","0039","QO1","195","0","A","CWH","vm","1",,"V",9,5,1,"023",9,5617465,676158,"092L068",139,"NO DATA",,,,,"HELI AT LOG DUMP","Z091222A",5616593,676219,3,90,30,21.1,0,,9993,,,"092L068","092L068","00139","00139","30BCC96167","30BCC96167","130","130","HW","HW",36,273,17.8,4.04,10.8,2.4,"NO DATA",,0,0,,,0,"04/09/04 00:00:00","JAD","MTS",,,9994,"Y","Y","Y","Y","Y","N","N","Y","Y","-",3,,,,,,,,,,,"04/09/04 00:00:00","09/12/03 00:00:00",,,,,"JAMES A.DRAKE",,,,,,"PLOT PIN","RANDOM AZIMUTH","REPRESENTATIVE",,,,"Y","Y","Y",,,,,"0331"
"0331-0040-QO1","0040","QO1","195","0","A","CWH","vh","1",,"V",16,4,4,"023",9,5654564,639110,"092M005",625,"NO DATA",,,,,"SWAMP","NO DATA",,,,276,615,21.1,0,,10437,0,,"092M005","092M005","00638","00625","30BCC99001","30BCC99001","075","074","YC","HW",321,36,20.4,12.3,29.8,5.07,"NO DATA",,0,0,0,,0,"04/09/04 00:00:00","BCH","BRH",,,10438,"Y","Y","Y","N","Y","N","N","Y","N","-",3,,,,,,,,,,,"04/09/04 00:00:00","08/25/03 00:00:00",,,,,"BIN CHERAKHA",,,"N/A",,,"PLOT PIN","RANDOM AZIMUTH","REPRESENTATIVE",,,,"Y","Y","Y",,,,,"0331"
"0331-0041-QO1","0041","QO1","195","0","A","CWH","vm","2",,"V",16,5,1,"023",9,5693918,680727,"092M038",718,"Z090915B",9,5694032,680702,798,"HELI IN SWAMP","Z090922A",5694046,680721,799,165,115,21.1,0,,9987,0,3,"092M038","092M038","00681","00718","30BCC99025","30BCC99025","025","025","HM","BA",0,74,50.6,0,30.5,5.3,"NO DATA",,0,0,,,0,"04/09/04 00:00:00","JAD","MTS",,,9988,"Y","Y","Y","Y","Y","N","N","Y","Y","-",3,,,,,,,,,,,"04/09/04 00:00:00","09/09/03 00:00:00",,,,,"JAMES A.DRAKE",,,,,,"PLOT PIN","RANDOM AZIMUTH","REPRESENTATIVE",,,,"Y","Y","Y",,,,,"0331"
"0331-0042-QO1","0042","QO1","195","0","B","CWH","vm","2",,"V",9,4,1,"023",9,5596760,659105,"092L057",272,"B091415A",9,5596817,659231,890,,"NO DATA",,,,243,140,21.1,0,,10417,,,"092L057","092L057","00188","00272","30 BCC96171","30 BCC96171","108","108","YC","YC",62,359,32.5,8.5,35.4,2.92,"B091416A",910,0,0,60,3.5,0,"04/09/04 00:00:00","BCH","BRH",,,10418,"Y","Y","Y","Y","N","N","N","Y","Y","-",3,,,,,,,,,,,"04/09/04 00:00:00","09/14/03 00:00:00",,,,,"BIN CHERAKHA",,,,,,"PLOT PIN","RANDOM AZIMUTH","REPRESENTATIVE",,,,"Y","Y","Y",,,,,"0331"
"0331-0043-QO1","0043","QO1","195","0","A","CWH","vh","1",,"V",16,5,5,"023",9,5660610,628051,"092M005",260,"NO DATA",9,,,,"SWAMP","B082215A",5660457,627567,486,74,510,21.1,0,,10445,0,,"092M005","092M005","00255","00260","30BCC99002","30BCC99002","024","024","YC","HW",41,114,24.2,10.8,30.7,5.15,"NO DATA",,0,0,,,0,"04/09/04 00:00:00","BCH","BRH",,,10446,"Y","Y","Y","Y","Y","N","N","Y","Y","-",3,,,,,,,,,,,"04/09/04 00:00:00","08/22/03 00:00:00",,,,,"BIN CHERAKHA",,,"N/A",,,"PLOT PIN","RANDOM AZIMUTH","REPRESENTATIVE",,,,"Y","Y","Y",,,,,"0331"
"0331-0044-QO1","0044","QO1","195","0","A","CWH","vm","1",,"V",12.25,5,5,"023",9,5670722,628132,"092M015",235,"N0 DATA",,,,,"SWAMP","B082015A",5670959,628431,176,253,150,21.1,0,,10445,0,,"092M015","092M015","00251","00235","30BCC00027","30BCCOOO27","200","200","CW","SS",0,180,21.2,0,20,2.18,"NO DATA",,0,0,,,0,"04/09/04 00:00:00","BCH","BRH",,,10446,"Y","Y","Y","Y","Y","N","N","Y","Y","-",2,,,,,,,,,,,"04/09/04 00:00:00","08/20/03 00:00:00",,,,,"BIN CHERAKHA",,,"N/A",,,"PLOT PIN","RANDOM AZIMUTH","REPRESENTATIVE",,,,"Y","N","Y",,,,,"0331"
"0331-0045-QO1","0045","QO1","195","0","A","CWH","vh","1",,"V",12.25,5,1,"023",9,5627178,582123,"092L071",196,"Z082814B",9,5627149,581979,343,"HELI IN SWAMP","Z082814A",5627113,581987,338,84,150,21.1,0,,9967,0,,"092L071","092L071","00196","00196","30BCC96166","30BCC96166","146","146","PLC","HM",284,64,20.2,7.6,56.2,1.85,"Z082821A",349,0,0,0,,0,"04/09/04 00:00:00","JAD","RJS",,,9968,"Y","Y","Y","Y","Y","N","N","Y","Y","-",3,,,,,,,,,,,"04/09/04 00:00:00","08/28/03 00:00:00",,,,,"JAMES A. DRAKE",,,,,,"PLOT PIN","RANDOM AZIMUTH","REPRESENTATIVE",,,,"Y","Y","Y",,,,,"0331"
"0331-0046-QO1","0046","QO1","195","0","A","CWH","vh","1",,"V",16,3,3,"023",9,5609760,548444,"102I069",747,"J082315B",9,5610110,548227,7,"HELIPAD ON BEACH","J082315B",5610119,548214,7,148,420,21.1,0,,10459,,,"102I069","102I069","00746","00747","30BCC96168","30BCC96168","072","072","SS","HW",215,74,37.1,11.7,51.8,7.25,"NO DATA",,0,0,,,0,"04/09/04 00:00:00","JWS","JPT",,,10460,"Y","Y","N","N","Y","N","N","Y","Y","-",3,,,,,,,,,,,"04/09/04 00:00:00","08/23/03 00:00:00",,,,,"JOHN SCHNORBUS",,,"N/A",,,"PLOT PIN","RANDOM AZIMUTH","REPRESENTATIVE",,,,"Y","Y","Y",,,,,"0331"
"0331-0047-QO1","0047","QO1","195","0","A","CWH","vm","1",,"V",6.25,3,3,"023",9,5673524,645031,"092M016",68,"J082015A",9,5673163,644974,15,"HELIPAD IN CREEK","J082014A",5673440,645127,,34,15,21.1,0,,10453,0,,"092M016","092M016","00064","00068","30BCC00027","30BCC00027","212","212","HW","HW",95,320,48.4,11.22,48.4,7.4,"NO DATA",,0,0,,,0,"04/09/04 00:00:00","JWS","JPT",,,10454,"Y","N","Y","Y","N","N","N","Y","N","-",3,,,,,,,,,,,"04/09/04 00:00:00","08/20/03 00:00:00",,,,,"JOHN SCHNORBUS",,,"N/A",,,"PLOT PIN","RANDOM AZIMUTH","REPRESENTATIVE",,,,"Y","Y","Y",,,,,"0331"
"0331-0048-QO1","0048","QO1","195","0","A","CWH","vh","1",,"V",20.25,5,1,"023",9,5623190,551478,"102I079",304,"Z082315A",9,5623104,551435,118,"HELI IN SWAMP","Z082314A",5622843,551273,82,25,97,21.1,0,,10478,0,,"102I079","102I079","00714","00304","30BCC96166","30BCC96166","010","010","CW","CW",200,169,18.4,3.58,27.9,1.88,"NO DATA",,0,0,,,0,"04/09/04 00:00:00","JAD","RJS",,,10479,"Y","Y","Y","Y","Y","N","N","Y","Y","-",3,,,,,,,,,,,"04/09/04 00:00:00","08/23/03 00:00:00",,,,,"JAMES A. DRAKE",,,,,,"PLOT PIN","RANDOM AZIMUTH","REPRESENTATIVE",,,,"Y","Y","Y",,,,,"0331"
"0331-0049-QO1","0049","QO1","195","0","B","CWH","vm","1",,"V",12.25,5,1,"023",9,5620789,611196,"092L073",430,"B082814B",9,5620505,611637,7,"BEACH","B082814A",5620508,611671,,303,540,21.1,0,,10431,0,,"092L073","092L073","00436","00430","30BCC96165","30BCC96165","156","156","SS","CW",44,270,43.3,9,23,0.8,"NO DATA",,0,0,,,0,"04/09/04 00:00:00","BCH","BRH",,,10432,"Y","Y","Y","Y","Y","N","N","Y","Y","-",3,,,,,,,,,,,"04/09/04 00:00:00","08/28/03 00:00:00",,,,,"BIN CHERAKHA",,,"N/A",,,"PLOT PIN","RANDOM AZIMUTH","REPRESENTATIVE",,,,"Y","Y","Y",,,,,"0331"
"0331-0050-QO1","0050","QO1","195","0","A","CWH","vh","1",,"V",16,5,1,"023",9,5634162,636952,"092L085",710,"B091315A",9,5634051,637436,87,"OLD CUT BLOCK","B091314A",5634154,637565,88,85,485,21.1,0,,10415,0,,"092L085","092L085","02054","00710","30 BCC98012","30 BCC98012","94","94","YC","CW",0,3,57.4,0,38.8,4.93,"NO DATA",,0,0,,,0,"04/09/04 00:00:00","BCH","BRH",,,10416,"Y","Y","Y","Y","Y","N","N","Y","Y","-",3,,,,,,,,,,,"04/09/04 00:00:00","09/13/03 00:00:00",,,,,"BIN CHERAKHA",,,,,,"PLOT PIN","RANDOM AZIMUTH","REPRESENTATIVE",,,,"Y","Y","Y",,,,,"0331"
"0331-0051-QO1","0051","QO1","195","0","B","CWH","vh","1",,"V",20.25,5,1,"023",9,5575328,588187,"092L032",1096,"NO DATA",,,,,"TOE-IN ON ROAD END","Z082714A",5575591,588316,707,234,260,21.1,0,,10486,,,"092L032","092L032","01113","01096","30BCC98010","30BCC98010","012","012","HW","HW",61,354,11,2.4,14.2,2.37,"NO DATA",,0,0,,,0,"04/09/04 00:00:00","JAD","RJS",,,10487,"Y","Y","Y","Y","Y","N","N","Y","Y","-",3,,,,,,,,,,,"04/09/04 00:00:00","08/27/03 00:00:00",,,,,"JAMES A. DRAKE",,,,,,"PLOT PIN","RANDOM AZIMUTH","REPRESENTATIVE",,,,"Y","Y","Y",,,,,"0331"
"0331-0052-QO1","0052","QO1","195","0","A","CWH","vm","1",,"V",12.25,3,1,"023",9,5608210,687141,"092L059",7,"Z091114A",9,5608186,687044,6,"HELI ON ROCKY POINT","Z091121A",5608175,686843,3,77,105,21.1,0,,9991,0,,"092L059","092L059","00006","00007","30BCC96163","30BCC96163","184","184","SS","HW",191,154,20.5,2.79,28.1,3.16,"NO DATA",,0,0,,,0,"04/09/04 00:00:00","JAD","MTS",,,9992,"Y","Y","Y","N","N","N","N","Y","N","-",3,,,,,,,,,,,"04/09/04 00:00:00","09/11/03 00:00:00",,,,,"JAMES A. DRAKE",,,,,,"PLOT PIN","RANDOM AZIMUTH","REPRESENTATIVE",,,,"Y","Y","Y",,,,,"0331"
"0331-0053-QO1","0053","QO1","195","0","A","CWH","vm","1",,"V",12.25,5,1,"023",9,5654243,648955,"092M006",532,"Z082515A",9,5654246,648838,130,"HELI AT OLD LOG DUMP","Z082523A",5654268,649150,50,90,115,21.1,0,,10482,0,,"092M006","092M006","00527","00532","30BCC99001","30BCC99001","078","078","HW","BA",280,111,17.2,3.73,62.4,1.7,"Z082521A",69,0,0,270,8.1,0,"04/09/04 00:00:00","JAD","RJS",,,10483,"Y","Y","Y","Y","Y","N","N","Y","Y","-",3,,,,,,,,,,,"04/09/04 00:00:00","08/25/03 00:00:00",,,,,"JAMES A. DRAKE",,,,,,"PLOT PIN","RANDOM AZIMUTH","REPRESENTATIVE",,,,"Y","Y","Y",,,,,"0331"
"0331-0054-QO1","0054","QO1","195","0","A","CWH","vh","1",,"V",12.25,4,1,"023",9,5653398,613246,"092M004",489,"Z082415A",9,5653359,613242,98,"HELI ON ROAD","Z082421A",5653400,613127,65,8,40,21.1,0,,10480,0,,"092M004","092M004","00489","00489","30BCC99014","30BCC99014","010","010","YC","CW",58,230,23.6,4.45,27,2.27,"Z082419A",108,0,0,0,,0,"04/09/04 00:00:00","JAD","RJS",,,10481,"Y","Y","Y","Y","N","N","N","Y","Y","-",3,,,,,,,,,,,"04/09/04 00:00:00","08/24/03 00:00:00",,,,,"JAMES A. DRAKE",,,,,,"PLOT PIN","RANDOM AZIMUTH","REPRESENTATIVE",,,,"Y","Y","Y",,,,,"0331"
"0331-0055-QO1","0055","QO1","195","0","A","CWH","vh","1",,"V",9,4,1,"023",9,5649563,629511,"092L095",77,"B082414A",9,5654486,639740,618,"LAKE SHORE","B082414A",5649778,629504,62,180,210,21.1,,,10439,0,,"092L095","092L095","00077","00077","30BCC96169","30BCC96169","216","216","CW","HW",91,352,23,6.3,32.9,5.8,"NO DATA",,0,0,,,0,"04/09/04 00:00:00","BCH","BRH",,,10440,"Y","Y","Y","N","Y","N","N","Y","Y","-",3,,,,,,,,,,,"04/09/04 00:00:00","08/24/03 00:00:00",,,,,"BIN CHERAKHA",,,"N/A",,,"PLOT PIN","RANDOM AZIMUTH","REPRESENTATIVE",,,,"Y","Y","Y",,,,,"0331"
"0331-0056-QO1","0056","QO1","195","0","B","CWH","vm","1",,"V",9,5,1,"023",9,5613111,563905,"102I070",174,"NO DATA",,,,,"HELI ON CUT-BLK ROAD","Z091814A",5612610,564317,132,0,31,21.1,0,,10401,,,"102I070","102I070","00174","00174","30BCC96168","30BCC96168","052","052","HW","HW",0,12,35.8,0,11.4,1.64,"NO DATA",,0,0,,,0,"04/09/04 00:00:00","JAD","MTS",,,10402,"Y","Y","Y","Y","Y","N","N","Y","N","-",3,,,,,,,,,,,"04/09/04 00:00:00","09/18/03 00:00:00",,,,,"JAMES A.DRAKE",,,,,,"PLOT PIN","RANDOM AZIMUTH","REPRESENTATIVE",,,,"Y","Y","Y",,,,,"0331"
"0331-0057-QO1","0057","QO1","195","0","A","CWH","vm","1",,"V",25,3,1,"023",9,5670763,631533,"092M015",327,"Z082015A",9,5670697,631462,255,"HELIPAD IN CUTBLOCK","Z082014A",5670632,631349,284,50,90,21.1,0,,10473,84,3.7,"092M015","092M015","00326","00327","30BCC00027","30BCC00027","202","202","HW","CW",0,246,18.9,0,46.6,3.16,"NO DATA",,0,0,,,0,"04/09/04 00:00:00","JAD","RJS",,,10474,"Y","N","N","Y","Y","N","N","Y","Y","-",3,,,,,,,,,,,"04/09/04 00:00:00","08/20/03 00:00:00",,,,,"J.A.DRAKE",,,,,,"PLOT PIN","RANDOM AZIMUTH","REPRESENTATIVE",,,,"Y","Y","Y",,,,,"0331"
